	$\tilde{E} \ (10^{49}erg)$	$p$	$\alpha_S$	$\theta_j \ (deg)$	$\Delta\theta \ (deg)$	$n \ (10^{-4}cm^{-3})$	$\epsilon_e \ (10^{-1}) $	$\epsilon_B\ (10^{-4})$	$E_{off} \ (10^{49}erg)$
40	4.948363890584899	2.172481473652423	2.2857123650738376	2.6125622492471314	15.994549818050574	0.9214733799106197	0.8892074476440242	1.7950739440680876	2.8899279757563816
41	4.99244123749393	2.1995268899549423	2.253733891961259	3.324926163353581	15.599657323715281	1.0886045674182296	0.9585444535352465	2.1329006457657385	3.021853210372906
42	4.937625322243703	2.3094683716121036	2.296364458368737	3.1210606247285635	16.032315430557503	0.9050700649559176	1.0383893907619564	2.0285166080115693	3.0355002963132702
43	4.965784897314812	2.089273099421159	2.360301309340754	3.0045889730781346	15.751607119917006	0.9868004149997817	1.165531147658597	1.7941872081119412	2.9816984519463006
44	4.959517163974804	2.2235330613415263	2.2562867124567894	2.753053164912171	16.22098015765485	0.863901723695816	1.1670234014523777	1.7007832659264046	2.9974028036027143
45	4.869182383397798	2.1101391528577738	2.2778465271916195	3.472075836367181	15.945456900499412	0.8743253151287004	0.9971533441027051	1.9716489586491222	2.9723694310476185
46	4.8548567260939	2.28429219516543	2.4374502234221627	3.1944963349540605	15.72751643749061	1.2014599856134027	1.106587657024237	1.7684384063472562	2.9919622136850883
47	5.140883681228767	2.1597825687888514	2.2802286304127724	2.9079639605628484	16.086245991197234	0.9517364065958689	0.8255002988744321	2.155066620446122	2.935929571196398
48	5.015064103135174	2.2199241822123	2.353288343751419	2.999243863844817	15.527292760970205	1.0644824663214476	1.146265765900179	2.2043933264819646	2.9327763595742145
49	5.105216101273856	2.196610549132241	2.500842698312009	3.019552899429577	16.354941281477515	1.066382936239223	0.9254349836989023	2.1556218877861766	3.1325245574980114
50	5.092474154992299	2.269601874538353	2.344663659676922	2.6209328983437765	15.655660240180131	1.005956709468559	0.9481482726050452	1.9733054286273444	2.9007422242419034
51	5.043215920705814	2.267819662797515	2.3430414975395175	2.545899731006809	16.049569313609194	0.9815149148498986	0.9012529217338384	1.9287922954312893	3.0152674401204953
52	5.0759392454795975	2.2570455117021875	2.2165016483331734	3.4908876630804215	15.871093784138324	1.086701668678054	1.0780730234411422	2.0523026514198786	3.022979509194128
53	5.074862328887246	2.241861976457784	2.2046409073417834	2.5417355273187243	16.072978490588657	0.8929413460194411	1.0574705470707113	1.8667250104220865	3.098016064991796
54	4.998768698663995	2.216049882111327	2.5593468909884023	3.326939938904189	15.823313879330746	0.9238229647737494	0.9653373821132584	1.8694277277804543	3.1183268703171794
55	4.86244792465699	2.2324117360174287	2.1836693302764196	3.154686799691063	16.14980271127247	0.8588891576748308	1.1722940228277299	2.1253017858146	2.8891158622920163
56	4.9002289336675044	2.236146788278493	2.1146154089160176	3.343349055647984	15.828820243142134	0.9231950984104912	0.9935015584690878	1.990699441444901	2.895948201667301
57	5.088265283624592	2.17359570510993	2.34106331412817	3.4509920666987703	15.6651734304364	0.9510454214998882	1.0572763300976855	1.9257391432635693	3.0608842306984703
58	5.034157277072596	2.17265349999281	2.28182323794899	2.840566638865889	15.58775434545177	0.8796207543901853	1.05438982592631	1.962035730002809	2.9923074565307957
59	5.055947274593225	2.167103344115388	2.163114275090267	3.303366497019533	16.461691213283505	1.1308731051625205	0.9246498754066477	1.9077238190404515	3.0431067406245695
60	4.978228284956323	2.296479672096541	2.420483515197495	2.7415774400059054	15.59181836572758	0.9171170446983768	1.0701617238565237	2.199458465743937	3.0623627486971943
61	5.031774944700738	2.1477629775856926	2.2130434295741805	3.15473952901369	16.18850297357935	1.0582425423627124	0.9639665862233623	1.8755848841076483	2.9596836810644103
62	5.191709967448672	2.25801314124078	2.4292651317459386	2.5650477906242997	15.708686830895353	1.2306125393610792	0.9341926255440861	2.0049353657293842	3.1193791782681597
63	4.882837619325168	2.1289939524665704	2.271003927101746	3.4466127846685977	15.863447810402482	0.9517023966755884	1.1157984581417812	2.0471718486545623	2.9494533633394955
64	4.878873822069933	2.1826898781607205	2.307301635981214	2.857544772137447	15.750418360557058	1.139233611965232	1.0181952234331464	1.894157673236897	2.896663259605652
65	4.88366424682245	2.1664770381504894	2.317979459955038	2.6431589248039415	15.509896194783828	1.0994244387870185	0.9421920258099357	2.0006238468803876	2.931845117714737
66	5.15037833987456	2.2506485328473045	2.203759785747922	3.3898652552366757	16.47612908379879	0.9146956867094446	1.0834285455774728	1.9784314679118302	3.022674130440898
67	4.867484278541328	2.18848055697055	2.320973348515835	2.629221301565585	15.515677203247805	1.1036648075651272	0.9337374811219082	2.0258239225610817	2.948604532570566
68	4.754803238248162	2.2076836961534037	2.4269416095775354	3.183218913199947	16.152112221202106	1.0316489451341	1.0011407896623596	1.9359695812018707	2.957988632224825
69	4.941633179103307	2.2629518926277616	2.408132153549645	2.7833942913285936	15.786720903324602	1.076008073705791	1.1809290995164776	1.8726423553025469	2.995852696472445
70	4.98018255118065	2.250831092532676	2.276493919263921	3.0256490378351435	16.309214545885986	1.1034804104046911	1.0297110542397119	1.8866471744505446	3.045867692792962
71	5.104295588002243	2.2949595587584946	2.216221047740774	3.4933954493563504	15.616719860357765	0.9463407164458022	0.8983918468875396	1.903634752403491	2.9624370146191477
72	5.040125294993703	2.204374531835861	2.1713921722052905	3.256582902006701	15.704436035716425	0.8017463042230386	0.9047981156337559	2.0068600021765386	2.994503154749352
73	5.02446712443938	2.2475764578367854	2.3736461626006338	2.7696233439023636	16.016731171231687	1.15198989319609	1.1055437528478855	2.0591815570429493	2.9290638301453082
74	4.98836002822805	2.2310392485834645	2.3875898446811235	2.920670725744845	16.46758128929917	0.9312170396030042	0.8189309414463042	2.021975167112057	3.0235197546120545
75	4.935469015312851	2.185633742614953	2.215169040221458	3.4923601700227787	15.513302900883456	1.095262803136153	1.1875826364516096	2.0633023066835663	2.9646611888849383
76	5.014065692405256	2.25950219615737	2.2570343393027286	3.480466954596676	16.337485831656156	1.0288766348783924	0.9383770412244449	1.9276976745890064	2.7978025135283184
77	5.019783490302909	2.1595241971173453	2.429570397877992	2.824955824109112	15.546868690787468	1.0502898203301048	1.021107588223681	2.0898237319034503	3.1253600618371395
78	5.148477801676923	2.151179601777799	2.3600975798610673	3.114437149310429	15.90215768776105	1.0429902104150766	1.001108491663087	2.095725513793057	3.1885156049903363
79	5.0988636147039825	2.1274414960605186	2.3281497169149112	2.8553675530757605	15.961805342447265	1.0921846081185627	1.031515137200155	2.145311398193291	3.077039507622932
80	5.057786553113262	2.1812341770557575	2.2643800979179156	3.426715495025438	15.643219283009808	1.1916815360905286	0.8255957377016933	2.322056486142495	3.151350116666507
81	4.998674091906059	2.1612054794308144	2.3543493628380228	2.525516163625777	16.35948200004826	1.054975170073965	1.1121475529043712	1.8775989606813484	3.0741229781024915
82	5.125044647824386	2.161816193775012	2.332423046535261	3.4128160296390795	15.503298587072035	1.123047275652471	0.8837421198731449	1.9203626589290002	2.883375532275047
83	5.018773039249532	2.190101264311747	2.349034009246665	3.410719867900538	15.521446435193777	0.818426520149759	1.0623485031070197	2.049080425849228	2.978185037812935
84	5.014145501163061	2.2333760327118575	2.2543214663830007	2.766509874002762	16.399861587490378	1.2223800368537985	0.9853093067743663	1.9558455180823329	3.0391077091308047
85	5.090364066811871	2.1828054123628844	2.294751953604914	2.9864341017846074	16.36214122056281	1.0129297224865017	1.0156348704952052	2.0946066345727923	3.026161323492748
86	5.176299422523611	2.1450418961085083	2.3881640785840954	3.061186646600817	16.425096988093937	1.0426847182076586	0.9112245521191602	2.150984926724852	3.007147595181393
87	4.823935300564398	2.2848153710740613	2.2353958830123095	2.8353428112737613	15.528175813142306	0.963225986008385	1.1200800985600239	1.8702163441522746	2.97211440850315
88	5.1734137750145335	2.1376333126399403	2.3311951800717594	3.2350083738421374	16.419958870424168	1.0773691013453057	0.9043076852450467	2.158919080141386	2.966349483926277
89	5.007705271172775	2.1271445555368413	2.208995995783178	3.0342234870716402	15.939242916382623	1.0050086916853713	0.9878493964050731	2.1514258760513	3.1158881576216224
90	4.820858003528609	2.169196079583865	2.2830022673278907	3.0273651319782777	15.89963681925149	1.144618850160903	1.167703337433228	1.8999405045165436	2.826031040096946
91	4.942038839515384	2.2283876572989336	2.299787609897691	2.921239666113355	15.685456461480769	0.9239314866056892	0.954738892393849	2.0541773043874203	3.0266024914565133
92	5.197419500401308	2.145491588289513	2.344282232991043	3.466685104959496	16.03522015307607	1.049774158646085	1.047938335193837	1.9379047077518696	2.9790363966951103
93	4.941508889284388	2.307438043743833	2.232409532577706	2.5465686644362884	15.690215951087584	0.9345322693326443	0.9640804392160258	2.118013854610853	2.98715205000159
94	4.952237097768854	2.2366731464540517	2.074712407536454	2.5081641874660656	15.902857683923925	0.8195962364016257	1.0168619616403447	1.890706267806858	3.03960234188944
95	4.8296569512587135	2.165423748518046	2.437886892837304	3.4606575578030103	16.157899735238196	1.0652014451863996	1.047068976262677	2.0655539345823075	2.991726862300169
96	4.899119571875587	2.2215134589689636	2.529744606510022	3.228192719555582	16.2829201902973	1.1239585767688858	1.0843367382017723	2.0924174720972806	2.822205889835737
97	5.041001264984835	2.275939803778231	2.241926103608629	2.648004516659743	15.530621087701977	0.840079633869417	1.0282673999912246	2.037105060700465	3.048370108757559
98	5.077591898999121	2.232382473342813	2.3102404980498212	3.2288655197647205	15.510212847514694	0.9697404013314004	1.2020131830034626	1.8398603254709498	3.0769989765660837
99	4.974679598547857	2.178415632945141	2.368992247842833	2.7343162971342387	16.441911485737037	1.0988325193658695	0.7851341360434719	2.1354103196588983	2.937156051745513
100	5.053965279138668	2.1724076704818396	2.429969223369468	2.9584434802419395	16.353587643810172	1.0153667476984158	0.8730632291756407	2.099945777640341	2.9250683034725236
101	5.083097674850446	2.24035357914934	2.7298917933110762	3.374321211235925	16.330448152706857	1.027164564882664	0.8184702392270589	2.089703242195284	3.0423405603896203
102	5.005491453269856	2.163544675823707	2.082953462850883	3.0794216081445858	15.58949621367146	0.9610133041180914	1.1604605604282643	2.0158334210603064	3.0039089416819795
103	5.090281504841756	2.11034989132372	2.347250013872296	2.845567094428995	16.192672830649403	0.9047628975430907	0.9653212203453752	2.0434206918430706	3.1156880074076585
104	4.946601648460525	2.2496034017044697	2.2006589185851935	3.052114911953289	15.790252174171236	0.9179723080459419	1.080589511597727	1.905728508209521	2.8762982646740287
105	5.0830178931386	2.1602233252020566	2.399764591944573	3.067616836165131	16.174076601625426	1.136132413645792	0.9117578337638951	2.068071497937921	3.0802464694667293
106	5.005996716518218	2.291470529428138	2.3915335676623264	2.695454400184664	15.8026575568161	0.9499734073194043	0.9969379778882782	2.0040587703151114	3.1720688307693305
107	4.989244692785637	2.2577221445508426	2.1455460754175606	3.208760158195418	16.15269563024904	0.9023292785608393	0.8919611018921043	2.2680734048642393	3.066416465724767
108	5.0489527794622235	2.199383760470952	2.236428225900143	2.5889699262493613	16.169525612257058	1.0155987070273786	1.0032942829156228	2.1119502032721313	2.9618013760929314
109	4.974384761143824	2.1397485418316573	2.1799454698341036	3.020686706412479	15.719468078503871	1.1040835404663576	0.9427592410202718	2.0852715220192315	2.9523499583569115
110	5.010799791535382	2.2652850938253994	2.345299947772058	3.047786213858155	16.154766016152006	0.7768731964219273	0.9813856677168065	1.9631260637636458	3.0656513824486757
111	4.740740151202082	2.1521564581180552	2.300389044364832	3.0663521363388107	15.6907917992911	1.2289246467404662	1.0175368363454083	2.0552666909416795	3.057405589091861
112	4.871698417752452	2.1355671469815345	2.4269129927339494	3.4841569515144517	15.616949391310314	1.1086886200338784	1.0057858515117615	1.9851741353560197	3.0821592086420884
113	5.104130721922018	2.281334740287376	2.2486120230811277	2.8467047915459607	16.318058389546284	0.911732334165391	0.8646279432767404	1.9637121094763816	3.1295116127928804
114	4.820692552286168	2.1898310129941336	2.311920785953577	3.1749226980037237	15.611281671964301	1.1785160844721048	1.096954160745792	1.988059850486745	2.819591259756628
115	5.002441619527815	2.1728031623065167	2.443935303944389	2.932462446639016	16.159346943837402	1.008731616520327	0.9954451103568702	1.9775086995254212	3.1708714485408
116	4.733491980385171	2.276863356514503	2.2539848352003555	3.0643634157742934	15.6450367871106	0.9190115203672533	0.9360306298848781	1.8095688468357178	2.9060228149361516
117	5.115991976656906	2.2765432020000826	2.2749112448803825	2.9479847751098216	16.39839734616755	0.910720268055331	1.0574333666254883	2.0868997144168824	2.8964134264760024
118	5.051683109848621	2.2060431564374734	2.3158286615380037	3.042588464863534	16.411589694445777	1.1369476263260174	1.0294892258686765	1.9167123321756692	2.9706438842282994
119	5.060246127596482	2.1951142749269317	2.308898460870721	3.1014433979966745	16.406386080405188	1.1316678991051161	1.0738441192278085	1.949345052094691	2.913742375499608
120	5.120076443929052	2.1523128116859596	2.2729530760288092	3.0214979658620944	15.523798250323926	1.0883522543370645	0.8887168846282333	2.1114763614232444	3.0830335440226184
121	4.987887061341621	2.1915175581799575	2.449798537322117	3.1646630767893242	16.16670847031692	1.0037222878946108	1.1027862305391614	1.797873804776818	2.9749296195589165
122	4.863699585698643	2.174063073619546	2.4349722147318524	2.815001730677329	15.613739214259716	1.0984492239332002	0.9154814148839476	2.0490664846361937	2.723332133047848
123	5.196230308946521	2.2380002748265153	2.084610489650696	3.112266125814904	16.032476958714454	0.9858507728918727	1.1255942843475026	1.9024017968910605	3.2587632916913476
124	5.1807013321600435	2.264729358017267	2.0425418953624646	2.756792650645287	15.89230786884946	1.171768103863488	0.9312628819333335	1.789915922953331	3.3008806469558682
125	4.996306503606914	2.3188404579688635	2.4239725433552324	3.335067100356887	16.266381646556347	0.9490747405033859	0.9648770567541833	2.035959086709553	2.9267597738964857
126	5.018250553223628	2.1048743193742983	2.208255246035059	2.698043583358353	15.843169502088509	1.075936522515026	1.0762170358027718	1.953924042957291	3.0612144719265593
127	4.731194011092379	2.196703066975181	2.334313508988872	3.16702707296106	15.643609215001536	0.9811501523440633	0.9291218266955537	1.8756417510624206	2.9117030466808687
128	4.7819260389019	2.251745819225854	2.3817478353491026	2.907048223227845	15.546351155143775	1.0715951030123483	0.9757985412644153	2.0172415003891913	2.9556097449694083
129	5.002960168945939	2.109855793424622	2.256958127385303	2.8360148317908234	16.197880985384522	1.0132422691776428	1.1402787834443218	2.032091078726818	2.9794502588886806
130	5.08383098318325	2.1986166878992126	2.298223780718113	3.3551291787800066	15.78103761673369	1.201233991015997	1.141939727274161	2.022567308931739	3.0307446025950084
131	4.937429284529263	2.189283361310644	2.3419819961813357	3.4813004825900125	16.26017533491077	1.1024977471287183	0.7966347565399166	1.8625103035219306	3.026269565900813
132	5.049037308592372	2.2148285489936885	2.3484282057379415	3.4734256888262056	16.20510556315938	1.0747362878739402	0.8755226089936077	1.8416676723546177	3.0748571126492257
133	5.223020993162641	2.276773161651195	2.189497864892664	2.733480074880534	15.849155668164771	0.9323719691699327	1.1951046975660533	1.9774554830835838	2.9580706411364597
134	4.998107697665902	2.256940297876556	2.2097086067163705	3.3721415910117587	15.729515334378348	0.9016016470619712	0.9111954724234185	2.0635674495712473	2.9441562827430094
135	4.977981255021261	2.2196405307222884	2.230265468635707	2.9430678721449954	15.590996804272786	1.0082615029305146	0.9101375474739937	1.8903280484538825	3.002843686836826
136	5.07916033240945	2.177906011191435	2.16309147164692	3.3803027429575776	15.67754943504868	0.998051893535399	1.078477024490317	1.952306249305388	3.0070061420589496
137	5.032444457989585	2.2449754817373972	2.386586548574061	2.6474993750653524	16.262287460702055	1.1252737855872983	0.9523605989664734	1.9427158803699294	3.0220168380195465
138	4.947428699639794	2.2033789955549627	2.2766252138741905	3.3862604694012726	15.912027790436166	1.1324071179681254	1.2925130268879665	2.132756259620547	3.0153632398898234
139	5.080797874418708	2.241678685762353	2.3796681010966596	2.5551132407266195	15.83443974905273	0.9641257185604444	0.792491171565184	2.0128318408848145	3.0089604719263465
140	4.959318265738486	2.228779380095166	2.412946161220413	3.1346800854951122	15.655066731548262	0.9703921153602381	0.82351927547295	1.985347966740469	3.0806643424483964
141	5.069888182476837	2.28139221803857	2.4196403339729873	3.3680807322737443	16.295597537238972	1.045559236511405	0.9943640222616152	1.9224330923755586	3.0367408891672905
142	4.981782483976042	2.2123663112257717	2.4055219070328935	3.4692671546664715	16.310219700473038	1.1337707357959694	1.0010804154669963	2.049598135956019	3.0681036539612725
143	4.929388667763098	2.182560162495449	2.2651463879735756	2.5599458901079646	15.619220542746056	0.9643028691295463	0.9763753035905468	2.1100528814461224	2.9445895483645543
144	4.939485084493455	2.223534266391287	2.260369878304593	2.665333316653343	16.1916796308715	1.1463716913414619	0.9022246917846559	1.9783790480262777	2.915087869522975
145	5.188637458726711	2.227452303394902	2.0340706688003496	3.3534972566442836	15.663617217204012	1.0255284738015973	1.1983365327850992	2.0156349025093627	3.0020620022573934
146	5.143711559228564	2.2607849546663057	2.412427713482512	2.8491810365395893	15.50541005924789	0.9472593708010284	0.9298258847769331	1.8437226406914393	3.058873711886419
147	5.004780395102233	2.230952058185362	2.221722381664022	3.173862050515264	16.4864007418541	1.0238395392820967	1.009620662319899	2.162223687552924	3.119262915875413
148	4.929525425925984	2.2051694771704144	2.310164509394497	2.9129789379041418	15.509800844258338	1.0040640450473322	1.0053260315278503	2.19018836800361	3.0613611782788945
149	5.104461977782544	2.1719040967911374	2.3356151365636904	2.9626028715781114	16.483438175637193	1.0594491491863567	1.0155980679197916	1.8808908588904547	3.1058909918794324
150	5.0725148041354995	2.1989690851650683	2.3628754381862636	3.0650372882279147	16.462924465617085	1.0498009295846598	1.0067678975035654	1.8913976231485348	3.0225780932324273
151	4.865809156888813	2.1648652442055436	2.381902928581628	3.026919980847141	15.540806152618629	0.9788094565693617	1.0026485382681096	1.9165510045178233	2.9892491523638043
152	4.8349885930210315	2.2635643525835496	2.3462437176240263	2.762445286754408	15.934370470711084	1.0269867469259022	0.9243990021573313	1.9955356820053096	3.1785889448584985
153	4.889819005227378	2.207780859976286	2.297246914786323	2.8167738041003423	15.534223159174896	1.0381794917776097	1.0243178028623885	1.889025185356568	2.9298916531388617
154	5.118585183247183	2.1691826986079583	2.340183346591242	3.1166782217876836	16.31193019056099	1.0601221265453056	0.9842354807983756	2.170821565438622	3.0046262594436612
155	5.170405310701578	2.172943449898348	2.2950929222257854	3.1612350397977496	16.188594764391322	1.0276101198288967	0.9011685703567527	2.0434197616186056	2.9711505075090705
156	5.032327395768398	2.24115246532092	2.375277241548437	3.1625291315429833	15.560172148873631	1.0565230630268978	1.1796573198915081	2.0611388788749085	3.095265183655617
157	4.944964404431797	2.1924631526505873	2.3083309646001178	3.1085832130746174	16.426090403742887	0.8726086800272204	0.9863869761616635	1.9329354062599557	3.045280534366124
158	4.946094097693726	2.2480849401107537	2.250569831563142	2.6850565430237454	15.688285726017149	1.114965934339106	1.0394919365181472	2.091917732769839	2.8853190360611984
159	5.0966564366502265	2.1734309770460403	2.3703259737283076	3.3729741091834953	16.04172496812206	1.0773321924146875	0.9289116760541609	2.1853072009553474	3.196839645172056
160	4.960932747496145	2.127209311213763	2.3322780111530053	3.0315155201686563	15.836138070674387	1.1250949069457314	1.0610874784727737	2.228629418118394	3.220512068933751
161	5.063868147656368	2.1541994910563385	2.4398298050174687	3.0884300940447944	15.808019312966751	1.2463433727372382	0.9998888170803386	2.2812965782343877	3.1234647629029393
162	5.0153974986133045	2.2598920167354044	2.4132559148314185	3.0192744643931033	15.75379701804253	1.0031390099294721	1.0709473070313809	2.0754537679154557	3.234582161292081
163	5.0414058868902885	2.2703584492301414	2.393994066506988	3.41548847835654	15.913116512155366	0.9691879907208506	1.0128794283478764	2.0088356869267447	2.9319854024696235
164	5.053296990809424	2.21562395888458	2.251968602770526	2.638948095751838	15.944900584740475	1.1580507390782941	0.8534848146092167	2.040480595476296	3.0786634712773604
165	5.091499019747292	2.2160356803203123	2.30373642690117	2.5701179578430757	16.020634126037326	1.062477942232719	1.0223088671991405	1.9742509866912303	3.101874826971293
166	4.9553993688888704	2.1727717731768146	2.313409925824959	3.249614390161109	15.715205914511605	1.0807595593527743	1.0926244275410835	2.073386304930224	2.9344202194040556
167	5.18838148017345	2.22290079444188	2.267131103266237	2.9510538598628986	16.070652208452675	0.9344043489738469	0.9904362236818217	1.8274314241974288	3.0856398207845337
168	5.101271278360748	2.259455092012468	2.342113754481915	3.039613718919369	16.180691629401338	0.942007951492667	1.0976839373984764	2.0210527606242454	2.966693817952725
169	4.874492552779188	2.160914739007731	2.2388296241338157	2.9965558705523523	16.08624475433654	1.113643578794958	0.8931276903079224	2.005659851790298	3.040310509309983
170	5.056349034168705	2.1968960385356855	2.4817849063908652	3.1541605207406147	15.593859298507473	1.0328214082812783	1.192921439347338	2.013639348840905	3.068395621958877
171	5.115650830794814	2.159517759109107	2.4309377344929586	3.099819786670194	15.527066466450723	1.0382336241348276	0.896859697147689	2.0255053265555407	2.8822198688539786
