	$\alpha_S$	$\theta_j \ (deg)$	$\epsilon_e \ (10^{-1}) $	$\Delta\theta \ (deg)$	$p$	$\tilde{E} \ (10^{49}erg)$	$\epsilon_B\ (10^{-4})$	$E_{off} \ (10^{49}erg)$	$n \ (10^{-4}cm^{-3})$
2200	2.4771879712373286	3.2739219287512435	1.09894095300269	15.750089043758292	2.2215062314485725	5.064962362183636	2.0690170727981223	2.9071901177206207	1.1277077703841758
2201	2.3231925250291603	3.1299690549303865	0.9971506570472146	15.624769801952105	2.2530979388710586	5.105523218130537	2.1093023874978103	2.861403709304179	1.0718623712952855
2202	2.3973317819021336	2.749041280944533	1.0021536351082772	16.005331992784953	2.3034218233129033	4.745272161533998	1.9883331912541227	2.706676594497685	0.99890807220655
2203	2.3984941968548634	3.1841989399761035	1.0000619173270562	15.808964844004825	2.2325208340474516	4.741799257104059	1.989328746456419	2.758757871771785	0.9068910264942542
2204	2.2026108794880255	2.880570442750092	0.9863494454550158	16.232724452354056	2.2988881268722423	5.268315175193049	2.0147816522426094	3.2237656169466007	1.0886564904889175
2205	2.375305308266528	2.9066539140459056	1.036384626645586	16.186951139815232	2.3136174543046226	5.0153647459628505	1.9146972298498108	3.0149207911990876	1.1882198234662749
2206	2.22362405745634	2.9076025110816026	0.9626240358633047	15.7362008301314	2.1765473297323465	5.0012289006182815	2.084647949235679	3.0150107636647236	0.8290235064548929
2207	2.318162278631102	2.685230007577346	1.1342999058527943	15.631231395766521	2.19965823744204	5.015685578901529	2.0622240203010835	3.081715654212818	0.9449932226322109
2208	2.217864938236014	2.764806474482534	1.1072485924583875	15.997155079616915	2.297037783230357	4.969632112915897	1.9909359831351525	3.0856142813791485	1.0526934133528467
2209	2.4203734815693294	2.5742587657114067	1.142810438801391	16.340425089051827	2.1792243944166048	4.872708032814747	1.9172630679860962	3.0042870796489507	1.1117247586176193
2210	2.4021982874757715	2.5961031981070715	1.0529772694831867	15.844717487170453	2.1875592876819883	4.903963355085121	2.085332884780105	3.067946414321384	1.1275254027753538
2211	2.3312439406352126	2.720905793537173	0.9829232832626302	15.670953429187524	2.168942311519124	4.965715560804185	2.1438745497844494	3.082754312839931	0.940155736297869
2212	2.3143331235868425	2.7522621195161485	1.1434309958913031	15.650168652841014	2.2577164120538806	4.911849708382097	2.1683975494650936	3.117946977085843	1.0061997867788008
2213	2.334260268901441	2.777228477028828	0.8543190775179312	15.875157462682584	2.1907995934404645	5.0750160413595635	1.9262854494228623	2.927725613286521	0.8815222509231098
2214	2.2802732860360413	2.7416704513774395	1.0322947746636366	16.269321228741855	2.185606644485552	5.153265163449917	1.9308353702719594	3.0846349759559453	0.9027465222540496
2215	2.3200093003863023	3.378929277606346	0.9656191700723903	15.66441202492319	2.2386333423758606	4.8427151484991695	2.0744787088785226	2.8975736905023726	1.0756834291004014
2216	2.357028449982988	3.244998849271834	0.984716627561995	16.315159238141195	2.2244418457527093	4.936279765734105	1.818201479388647	3.1023409363219963	1.0575329879901199
2217	2.3771072176900434	2.6802593309077225	0.9206789209512409	15.885457785007272	2.179698446643435	5.217441609939074	1.9744782852113647	2.988359347554904	1.0999550165316587
2218	2.2788685486468636	3.161344566283422	0.9108156127787492	16.439211584147277	2.1394245654730732	4.834694393163013	2.013185444332434	3.0408247531909396	0.9603804499474574
2219	2.302507658045353	3.1988444995603	1.0654430720702308	15.666042634695302	2.3068010476564473	5.0098583438552975	1.923814035888968	3.0809233317304168	1.0422044870015204
2220	2.3199613882390473	2.818626349514343	0.9098327822526551	15.649875108387114	2.4078474474257847	5.185354437787387	2.070381210915288	2.8435394773070506	0.7986216427071244
2221	2.2819648931102448	3.229835512185006	0.9322960935188018	16.275072937421633	2.3078885481863134	5.008853104486988	2.0810318272054817	2.8732358870102632	1.0232225160601183
2222	2.3084131130043763	2.767489543527872	1.0347145930400412	15.783178019484112	2.2840014799034796	4.804873379661291	2.1726923603662134	2.905556326245106	0.7209777900341862
2223	2.307469857113	2.8784557518498666	0.942423111444348	15.533728614015153	2.1215228656855505	4.894998103077917	2.09576490865218	3.1635337780367094	0.7187663576554498
2224	2.2136858845656744	2.909707989350399	0.9791120980715827	16.37919702471495	2.3536868605319015	4.990834938914385	2.0749261786752435	2.9456108929151847	0.9440737342107476
2225	2.322135746449089	2.6082756530910083	1.1058757861668584	16.27884500366875	2.33835596167045	5.102870899247242	2.1211740391565	3.0590240258543013	1.0364164086039023
2226	2.399284342192343	3.2289767433767285	1.0449214482962277	16.233839204101425	2.2897182212557796	5.036288021112991	2.066850227116163	2.964429439818052	0.9885436832072058
2227	2.201342150229669	2.6863913191477717	0.9614574296534402	15.99152836602514	2.2510156176323126	4.971374371086348	1.931949948120713	2.9997569381914655	0.9685230374540353
2228	2.298702995967406	3.3409167162256064	1.0264396591472693	15.860566815974385	2.290492934473259	4.972120917357122	1.9057317870695105	2.9925983770644042	1.0494030060483466
2229	2.450718665803279	2.907424685113248	0.9889602078324328	15.585691222131278	2.1963628334678393	4.931367014863219	1.9001803179957764	3.086663693825934	1.1584476983566678
2230	2.557736810356969	3.30250351716804	1.184844240692828	16.32579096026949	2.226338460354221	4.941659295639228	1.9648757560251422	2.8964524051445455	1.1059518565769237
2231	2.0422928469484227	2.6443137090924713	0.8033612987005873	15.59930437828997	2.3207682256271793	5.050263499566826	2.0327711565897397	3.063560420950075	0.9250399185540125
2232	2.3429254312558445	3.0016510448649485	0.8290859642378094	15.581776243085468	2.236631115044557	4.892419321303621	2.1152202364471195	2.835703517153985	1.1029462710492504
2233	2.323031034168163	2.9687108350340683	0.8095265639164507	15.769460943562745	2.1777289506081843	5.001826187352024	1.982327061681019	2.9103703629081266	0.8218976383561223
2234	2.3348075149072085	2.9962275592473513	0.977504663020091	16.471947957392494	2.2718570668681015	5.016162077941896	2.0274936948844164	3.027685075304755	0.9212169010451067
2235	2.40071027885933	3.3458554521226493	1.029859464225071	15.603152751689516	2.2978090852346686	4.9485342677431285	1.900074464409534	2.8925411595426676	1.1801246531422862
2236	2.1941395156849826	2.9724536093196146	1.0264403529545074	15.662195200333073	2.1865092364100334	5.125347529157265	2.140638593699046	3.113236543173407	1.0160994546974307
2237	2.1887155567914096	2.8850028876901535	1.0061070428077372	15.780653253917588	2.280277608030196	5.195325158591048	2.121856230824923	2.91571753905953	0.9725291352504504
2238	2.335262825695867	3.3107732752184966	1.0844097291108221	15.578774980434728	2.1896839507568155	4.79429204193137	1.968610432515916	3.0415863547576922	0.9353570177708949
2239	2.2640556824714366	2.682828426310208	0.9166229309681629	16.342783287041375	2.2619674795379376	5.195006361580415	2.0334363662412143	2.9753777316388903	1.1015675089955541
2240	2.536878981093002	3.230981278951737	0.897985816624967	16.323669026118043	2.194538996398332	5.112814110808309	1.9804422461913853	2.8487233742570877	1.0875189517864412
2241	2.314508049116652	3.0916586287374233	1.0233610504378994	15.736199934801315	2.0829263156391695	5.0284016301265035	2.0457035182251393	3.006876722115877	0.7713612983326689
2242	2.2555136945455634	2.527314397012401	0.981793799009092	16.265934698143035	2.1533289121630945	4.877509365986516	1.8845981664017426	2.9193952819087223	1.0594876209853283
2243	2.3460921927937184	3.4656502925148285	1.011433889472067	16.240644251205005	2.289853861501816	5.09033746220676	2.087043001869712	3.0203136100392465	0.9665899714937985
2244	2.3460921927937184	3.4656502925148285	1.011433889472067	16.240644251205005	2.289853861501816	5.09033746220676	2.087043001869712	3.0203136100392465	0.9665899714937985
2245	2.3096069012798193	3.43060331339274	1.1228054550028843	16.19734913674672	2.432446000656689	5.073745868273946	2.083037280260119	3.0800720779273596	0.9816073440819795
2246	2.3448611860577375	3.380382194879423	1.030805141891209	16.213047164805705	2.153789660498434	5.028474357564841	1.9914567774948346	2.9143386858139064	0.9895571849728992
2247	2.3797310089052397	3.4451393874703733	0.8679578176750598	16.348148424230878	2.2174443069195537	4.834103976318567	2.049690530098439	3.047203479122105	1.0268677579229453
2248	2.307304671272366	2.5079467757159914	1.040066767370678	15.621682652976881	2.1154627732287894	5.207573472714126	1.9449547771598104	2.8862533739654603	1.0405351810169496
2249	2.3729785508796595	2.9477107174292736	0.9035731396324379	16.376165332946602	2.21402374185564	4.729423637831286	2.103676713349703	3.102692714128209	0.9461589575322358
2250	2.2120600983693106	3.4127195638442727	1.0574858653319252	16.32665193230642	2.330371764440651	4.906681361095581	1.7902754806504455	2.959796058076064	0.899880655906541
2251	2.3127167800271122	3.226392281726384	1.137227317599272	15.794701076413254	2.2774626756461793	5.176082143162472	2.0723754968173504	3.003283410630705	1.0778458091784195
2252	2.2892407096386242	2.684748866475969	0.8670125097938772	15.917902078551155	2.2330091601413353	4.8271118844841485	1.9281781105494906	3.007212603086098	0.9218940788726565
2253	2.3844239341927866	2.7939813465099177	1.129971158495908	15.76067054789508	2.232486258970074	5.087037606327024	2.030555243742888	3.1378920887466006	0.9414477009763541
2254	2.2964913618390987	2.7933706316196267	0.856799813589488	15.749040930441996	2.072653788803766	5.041150396711574	2.0297634572077667	2.897012323464571	1.0535789121557277
2255	2.3034461865246545	3.3134696616805788	1.156726803530174	16.357036634528793	2.4147082411036416	4.978655472785571	1.9735127518595972	3.0980162676361362	0.9453019977564805
2256	2.3734532588551027	2.7733157856718673	1.0246092693281106	16.29316696632897	2.4442549792553443	4.930470167272568	2.0281201083370637	3.1154913150191565	1.0319281843325123
2257	2.246037994049203	2.9135616081046054	1.0464921518971475	15.525032647466503	2.0431913595163493	5.023455032237039	2.0147506514671094	2.9284856060903954	0.9786481533035178
2258	2.297999097733577	3.018469044833094	0.9074013957263343	16.467636802511326	2.4179879353685028	5.013187849724275	2.040691302966338	2.9489082156382773	1.019935627670408
2259	2.3243969631406873	2.827198609737449	0.8143779081464577	16.025896505149213	2.3082129207059126	4.905794547895546	2.020808605978888	2.964451846651361	0.9556791448913994
2260	2.318407254402891	3.1693240842781134	0.8622620447298773	16.239111526778867	2.1783320747687904	4.892259622902086	2.015748002243892	3.146875871465009	1.143096572498703
2261	2.393868512884829	3.1812909234642097	1.108923128740597	15.601668395353169	2.175869318799807	4.925648365842149	1.9485952292450233	3.015857111121939	1.1079379082936425
2262	2.3952181128976475	3.44065703657878	1.129730310140167	15.537486585579973	2.078444472262258	4.86808956003001	1.9097231766965264	2.953432669939224	1.112118444129192
2263	2.271691577497469	3.1107220993602054	1.0997740547147759	16.126528815162807	2.1530941803636208	4.995503003322612	2.025682456243842	2.9355793702785085	1.1107239414724024
2264	2.267682197143038	2.9225638222193897	0.9654066577653269	16.473201034301784	2.3067518483117566	5.174447617661757	2.024239441798401	2.8452270986406596	0.879681041825203
2265	2.2413859727329997	3.1735285632434795	1.0143783383415341	15.523195092395518	2.1602401565774993	4.821080440849189	1.9614160793010325	3.1260963011396825	1.0720183209046448
2266	2.172501014492293	3.281197216485674	1.0346788684373012	15.978496789233791	2.2487955115759806	4.905549216176794	1.9644410987499645	2.99441574244749	1.046374083258369
2267	2.2025573548394073	2.88709998018041	1.070852923767055	15.539945089269183	2.3815612767636516	5.100164298902774	2.028004735978663	2.8019434574232647	1.0600756651776313
2268	2.397137407107182	3.045985072374099	0.9395268322235406	16.44679111120364	2.0810355649354033	4.896723680570619	1.9778655595283057	3.1364402384297647	0.9603009817837111
2269	2.156717914675258	2.9507281278618653	1.0347042224701068	16.480995702686897	2.071326579537166	4.884089803294149	1.9812048573560457	2.9429916821370004	1.0798047470462402
2270	2.38227752268597	3.48792904335986	0.9234263570016824	15.503082782761616	2.311202873325783	5.164077763014478	2.0487661256799803	3.078365259272904	0.966133718932824
2271	2.2190373108569945	2.541512053646504	1.095273469961464	16.04043828425217	2.105429209862379	4.838990325703882	1.9562449400872168	2.8944469799468013	1.033618679353181
2272	2.4781563518832943	3.33671457688155	1.015409660365506	15.87804316143874	2.3311079072479006	5.256644136269623	1.8973354928255115	3.0457780753772576	0.9223634072612403
2273	2.5031398304344386	2.7367560958389143	1.036984180102994	16.244711198281337	2.3366991575003704	5.042041375570704	1.8954507999466528	3.017790591492698	0.9783211284952243
2274	2.095840634383846	3.282421276249043	0.9733539796982281	15.976189717226188	2.2111308181755813	4.965152616661813	2.107348225950575	2.9812651461219	1.0299876757316044
2275	2.5169084036875127	3.124058877073479	0.9618325096220343	16.021208858491406	2.217333215387286	4.919927154589254	1.7993152274026645	2.9479451017876435	1.1177752748976262
2276	2.4231409274688698	2.593873415009135	0.9761555527148387	16.111161898183756	2.118004352093074	5.044814109792772	1.9665796740681825	2.948993526108013	0.9624934399056562
2277	2.3877749370396946	3.2477100363924967	1.132233750885199	16.195837476304575	2.1469400131461076	5.121518340545411	1.980987070441487	3.064201757638143	0.9592785680000311
2278	2.2970498920802305	3.3095683736394332	1.0443909116165275	15.837914115999101	2.0652858837667694	5.0108449362715755	2.0229940679650853	3.04562015161502	1.034382736925474
2279	2.3027325625058275	2.524971145710916	0.9545753941971129	15.898864970305118	2.4114817559943975	4.989356660973265	1.979539855876694	2.933106179834691	1.0077579860918446
2280	2.2984135930837044	3.476075401303733	1.0418776232317395	16.29981276419248	2.115654574295947	5.010747368340673	2.0252447466838404	3.1178747253030927	0.9917753437119019
2281	2.4017958462376607	3.131597235430881	1.0287648816426493	16.271817863110954	2.2837604359303487	4.915630756254019	1.9375195431749823	2.944598602080247	0.9465985170322211
2282	2.2563073414876604	2.797516289316982	1.0270189741965006	16.074324309244698	2.2281384383435485	5.009701331282927	1.914655333712171	2.898840646685831	0.8810760606824968
2283	2.219270882023967	2.9783398285933798	0.8756802976803675	16.073722864962953	2.198010414017686	5.116158307578327	2.055644696351432	3.115314850347099	0.8944725373218323
2284	2.425778706755999	3.0429298105810108	1.1292876663623443	15.600175610110458	2.1970535374179194	4.9320502953580885	1.9978960277324238	2.9186618466802186	1.0790870536608157
2285	2.2241279294341103	2.5180831583452656	0.9757268610269827	15.872288541881847	2.400577978256019	5.145381200108333	2.118417066503273	2.9712926425479007	0.9865029436192059
2286	2.375570748258033	3.4663146852083617	1.0251840784641035	16.265806687069965	2.1053376373193977	4.868653596782302	1.8797042213384418	3.0160153880820912	1.0407723913383466
2287	2.3841443800718216	3.2046825310185034	0.9982543249686828	15.611277564566318	2.1066098555050505	4.954777090920787	1.955829764785905	3.013642129750846	0.8854981133273602
2288	2.1882382616167546	2.7114086811340052	1.0101250657601928	16.469159986326368	2.31973998884802	5.03666734318601	2.1766770656167713	3.0178447949392058	1.0414398367128277
2289	2.3435343652026135	2.780661154212697	1.1289100257338192	15.528089073379421	2.3617640533263105	4.914265854169303	1.9173137828990818	3.0880796996756996	1.02641121122175
2290	2.1876808239600485	3.398099829564123	0.9705980800755392	16.374596168396735	2.1319729377585572	4.9543638211985	2.058925022990151	2.8674862382491035	1.1145367293005155
2291	2.4536676349415565	3.1142572973897558	1.1260000275002753	15.709501471024232	2.4156215905085174	5.031887236449578	1.9479312453109687	3.1143292689798847	1.0144136311941068
2292	2.1467707316388642	2.896932962037463	0.9230296526561093	16.268940927738996	2.148419621923267	4.863876660373207	2.117328134529904	3.007970548691887	0.9355435259916582
2293	2.1442102334688653	3.2488836838281907	0.9020722832057911	16.427586699325186	2.201764210724794	4.869531314653734	2.109052796353185	3.004009512907262	1.040675899065663
2294	2.4538390276999706	2.9089414097360233	1.0952821412183533	15.800836044226582	2.275259024296207	5.11413715510437	1.8871722891132965	2.9685408657193944	1.0027976195063069
2295	2.324105787411564	2.8693649142197284	0.8186480931134015	15.75505883917031	2.182238583088302	5.1413874210759785	1.9892475809505548	3.0396930750978575	0.9708585562354966
2296	2.2604439434795873	3.1432194253775085	0.9268599596169286	16.316597153127574	2.4931384191491524	5.0392466275278185	1.9972116991576667	3.107306317495322	0.9822270509669292
2297	2.1922826499541057	2.9048679576042766	1.1626982927037792	15.682870550937121	2.148553584443547	4.935851305715449	2.1015111617163695	2.9138856001933267	1.1727789358148335
2298	2.1900510918612586	2.8033530522684753	1.1578577109174608	16.227276924777676	2.2339628929012765	4.955074370029334	2.0991230575590594	2.9078855484219717	1.1623796671794204
2299	2.3186839951650544	3.0807965491574905	0.8909002772944808	15.698502535774876	2.2557532919169274	4.973194223161025	2.033829214458339	3.001655158338815	1.1383504789513346
2300	2.3178594346971346	3.2902972204902117	0.917525497115449	16.08575388593936	2.135238853157174	4.985805959783222	2.038903113750477	3.0693749004326456	1.0981512264299889
2301	2.337150680463384	2.75275914976267	1.1370738228530022	15.95144221414122	2.317575312469537	5.09787413077347	2.0436799690091343	2.9529715433733745	1.0631682135372915
2302	2.3135779910088905	2.712402232915652	0.9273872334846215	16.204340723897698	2.108844413020115	4.908560801905446	1.9672076023234886	2.980636048959604	0.9066996420439174
2303	2.3658497729388923	2.7673969453714777	1.0297604817216617	16.319328696580236	2.309404813703337	5.1120664578659305	1.9012797635232315	3.0430725154779803	0.9492733522681607
2304	2.2359655746488247	3.1097598746202397	0.9858793393031777	15.73233171509033	2.1081125571010055	4.883867068438945	2.1036366492176195	2.93505134527462	1.075704334223914
2305	2.403745430166565	2.895496012471643	1.050248325484107	16.17300207214245	2.2912009750940325	5.119660698872946	1.9932795479660983	2.9084043743114667	1.002050404342814
2306	2.1131397418916045	3.2487040642157297	1.0022218879022131	15.784298640603641	2.2379447198646685	4.8204524281648204	2.0351796558875916	2.936781522263032	1.0916213674415318
2307	2.3247858626147138	2.683190208108405	0.8373520265606832	15.81273155695609	2.229145526898122	5.148207208871391	2.000359188847157	2.9619158496167928	0.9107078754568452
2308	2.253109695631307	3.235740088198191	0.8703651752699963	16.416230577792458	2.2135907990758628	5.086888132152534	1.9796775390114292	2.9002031223390405	1.0052599545255392
2309	2.3848260670534565	3.337308576090561	1.0823532544182528	16.435133620864963	2.2294467016508213	4.997709180549566	2.11634636488409	3.01265422280228	0.9510139949154442
2310	2.2095519621979776	2.817002148562295	0.9748961803580362	15.83962720483889	2.298595529390071	5.172604771789531	1.9502809167879285	2.986743768835229	1.1270520035568445
2311	2.2963624699994196	3.274435134042012	1.0046758336423731	16.09317841598257	2.200635360700813	5.030874116305545	1.9879335033966572	2.9709328163296522	1.0918932904652465
2312	2.3065496613219456	3.235709095516381	1.040756001463106	16.107604470952474	2.1980567175777863	4.973563148878829	2.0689279291010054	2.966764879883006	1.1424073766574356
2313	2.3065496613219456	3.235709095516381	1.040756001463106	16.107604470952474	2.1980567175777863	4.973563148878829	2.0689279291010054	2.966764879883006	1.1424073766574356
2314	2.3562872371503323	3.1533917291895612	1.073700281145061	16.03076097374643	2.3304770970929036	5.000440935407739	1.9481531017593008	3.0806411082923413	1.082952433433828
2315	2.3968722438954013	3.1642571266353805	1.0213050689868302	16.47539942120647	2.122187620177941	5.011412837900175	2.0116277496088992	2.9864943011650658	0.927982047373729
2316	2.1746058829570254	3.0841644105829373	0.9253790348772908	16.100443230995698	2.3335839943800494	5.192552719569763	1.8973443782683372	3.232595138973217	0.9886885823421804
2317	2.255086111246446	3.2031504023138684	0.87569656456707	16.015066341593357	2.329506101867489	4.972976391290091	1.7900761834147092	3.0906567107900744	1.0958732978144303
2318	2.220153551035589	2.7413736592401827	1.0293227718457096	16.047454772387496	2.216632399691262	4.8500884531038055	1.8680346290889513	3.124836756698856	0.9977239260506556
2319	2.3792974312568047	3.352657703870602	0.9844864313166581	16.242399540850947	2.1907652897015124	5.079211384291307	1.9907847577077327	2.8618456696285643	1.0321570323553173
2320	2.2653958241650556	3.4655630395888886	1.0045506908110395	15.721469629885824	2.2166352125083546	5.093299349624679	1.7754253886084264	2.839441445491768	1.1401778488631673
2321	2.2722602421328757	3.448000050810639	0.9752583850330899	15.897379189592723	2.165132187080162	5.095913030840787	1.7689086653132864	2.9263609030216937	0.9721677894078966
2322	2.328670195073982	2.554005938394331	1.0332508705133352	15.883013956527185	2.2838606296490944	4.902664097203465	2.2336362335994266	3.0800997031813924	1.0318915228171024
2323	2.0957160317028416	3.409515391535258	1.0462894567660104	16.38447454733943	2.4299861584643696	5.004873893322359	1.7565583494100478	2.9927096370026742	1.1480244436208915
2324	2.5220818738857584	3.093655283090223	0.8586709695653897	15.635941433772231	2.308402340328776	5.045241590630042	2.215313987910686	3.0817525899461926	0.9209577402017776
2325	2.2373730915188355	2.9323535333057693	1.1836338237067867	16.48362116943977	2.2627346016389938	4.9108421434061515	1.8347318142567703	2.9623112383465093	1.1033013849088786
2326	2.3623274446624487	2.866479089015211	0.8250259351495901	15.515344504244087	2.179496973567999	5.088230408362492	2.162843023135961	3.0455035075981076	0.861355562520753
2327	2.370062643354471	2.7958192629582896	1.034764962041959	15.942706029715007	2.1337009450703137	5.004471339151368	2.0975146464521455	2.9452125709414982	1.1858506353175022
2328	2.357264189059899	2.5194486150520414	0.8657516891705981	15.770154641358854	2.0869933604412547	4.929089805082636	1.8381545105091435	2.9967746966642315	0.8769106305979864
2329	2.260971033043007	3.4858763921049096	0.9565030364836532	16.17121704542432	2.5132097701903	5.116756935310805	2.293706974970128	2.9055105947549356	1.0892060718800405
2330	2.5399577814472867	2.5735699552331455	1.0495990888211861	16.497112574942697	2.0880954715854885	4.890716519515684	1.8433845336414687	2.993958503373469	0.9768969214618949
2331	2.093350945286472	3.095732138757911	1.0186351261999465	16.484492872490303	2.299849078964972	5.0805933968043595	2.0475550184601947	2.8230588185493204	1.021085451426322
2332	2.2728862070298423	3.24859186257325	1.104715710122278	16.049728553310757	2.385741235936078	5.139044004766775	1.883797944164952	2.91816572755732	1.0801820774515187
2333	2.327690248843733	2.7480484307046553	0.9012473060401301	15.797275364051226	2.0969003797424386	4.8688531500187775	2.1138682786241985	3.049721559056813	0.8968597513259982
2334	2.3138222860996063	2.748393076777994	0.9359668438876558	16.095130809819906	2.1287397354486752	5.042555769334659	2.049450232900579	3.0574812414086736	0.8916912363493646
2335	2.216671013871882	3.4770854180683415	0.8606176584644775	16.40298334873412	2.367650506927248	4.89983846466606	1.9987490396013263	3.0998688339754077	0.9417123817891861
2336	2.3850528477057447	2.5236907523859045	1.1441275748280897	15.552633129684915	2.1023042213033953	5.104348555674597	2.002855288341223	2.9042349387508652	1.0577616623718717
2337	2.2167460118132527	3.4106369134206744	0.8269873739478715	16.00177305529392	2.3087905936776565	4.911777565341148	1.9930694715592172	2.908813816916615	0.910196577410024
2338	2.2969207117011035	3.4252404893178605	1.015882877823817	16.051507689048815	2.385344827595666	5.127020764103562	2.086735219554579	3.130349105134292	0.8731864974511204
2339	2.2905953521219238	3.0632452960159577	1.0844534567833715	16.436919583115312	2.3729005117339397	5.30820256972774	2.0873283749464826	3.2017377390652064	0.9971149549355928
2340	2.245425547418302	2.587415737799158	0.9747890056220168	15.729404030164352	2.0977984682949717	4.7783136252426	1.8373523357792205	2.679967885347063	0.9226199447342472
2341	2.3108179571162077	3.302110038934119	0.914448584624676	16.27040212889846	2.392591782058178	5.108544234598839	2.0843082514698383	3.3078513205601165	1.1924687395293596
2342	2.425855971427171	2.7773662718236016	1.0575847283485795	16.12360934614231	2.399190698293291	4.9195841997770104	2.0479553544748654	3.047458351075102	0.9509166822976178
2343	2.217323143495105	2.8568032349312222	1.0402616576563	16.455502804452095	2.143695953805067	4.962216526627349	1.9593581557819435	3.0818906605691176	0.9457443792536886
2344	2.1387838173815075	2.9414326749222632	0.9490005373885451	16.058731217731637	2.13465050908898	4.9662170426613015	1.904428009121084	3.1530817496981363	1.0003146935208664
2345	2.201465163631334	2.869574582263262	0.9499885742716978	16.22084766615637	2.407122648386157	5.004426260888245	2.0326108144028283	2.923250474941001	0.9093974885782049
2346	2.101001060761177	2.9815318707326144	1.0455694525513914	15.870745515327915	2.153687127194991	4.917878005130563	1.8450120910238526	3.0180137283177118	1.0759342997169437
2347	2.3494073616686304	3.2380016549993256	1.010415386225794	16.033762105124836	2.178822061447134	5.082495717003906	2.043456089217204	2.9506943822665477	1.03062292498732
2348	2.2621679428351538	2.8633308142257037	1.0551064386118028	15.56106994738001	2.17066486715174	4.954266346113043	2.000862563278063	2.9955779975820263	0.7721272805299189
2349	2.337994776422544	3.1344032155187698	0.9475541639656166	16.42289796447227	2.2933550060337664	5.040155204598188	2.0033041279166057	3.016928531985475	1.2463577696199764
2350	2.2180626884083816	3.049334374171167	1.0322838039949793	16.172928840718107	2.35877106083188	4.971323273677534	2.0009961886722327	3.0689854792704474	1.0085655457373925
2351	2.4998560823384293	2.752504716752517	1.0513176365550014	15.681862610357358	2.254336760302595	5.010148249509161	1.8351710876295837	2.924630639251809	0.921892368524521
2352	2.1287257805059574	3.128837803916168	0.9926677281976551	15.9692354428357	2.251624006180204	4.942778165635466	2.0091686497677044	2.913221457852582	1.0482054724861374
2353	2.3601073338262424	3.028305672054211	0.9909392815562793	16.435301541789997	2.1817911169952895	4.9627517228548355	2.1691903251364004	3.0341954930995985	0.9816530642179894
2354	2.3287614085886745	2.7816390115297676	0.9856040619719353	16.48946086977091	2.5332670297993762	4.856736047293609	1.940923235998428	2.900259142978641	1.0586865904281273
2355	2.2699191101355893	3.232578835274274	1.1413297235563937	15.566605430278665	2.1164699663566604	5.097753852701846	1.964900266068203	3.0201763144009606	1.0253819272375344
2356	2.3304855020800037	2.916638348094772	0.860757690544442	16.438594280133835	2.332356432055133	4.9185764117194894	2.033927502962725	2.9954794532357982	1.0173570558327907
2357	2.2345736545641164	3.2351083893612884	0.918771698759653	15.889889364933339	2.1076884580382136	4.9090197697936855	2.0185162948916777	3.0292289967286656	1.0851262184528745
2358	2.2704092209672946	2.8226822807682606	0.9781604166918524	16.45429991807859	2.0861995655029966	5.065320610970515	1.9793483289455505	2.941662125226331	1.072054816268867
2359	2.1476533556133135	2.936782081502434	1.0757915119226897	15.812449837865458	2.2471249416115806	4.918128713717359	1.91745468998969	3.0077237099210024	1.0006422586347041
2360	2.400851309054534	3.2694933864135622	0.9168338064084319	15.945160692599654	2.2407549283124903	4.810318063677078	2.178677788018444	2.985379449307213	0.9685229881453187
2361	2.296432878589032	2.7629160205479812	0.8627355818905167	15.94423633893016	2.113245384487445	4.876367472950329	2.0413868600402165	3.063030289603793	0.9520384756065052
2362	2.302923498944016	3.104795926000252	1.1399916583700023	15.742513138476058	2.324160787789344	5.142342878474548	1.9618770640068	2.9055919179490823	1.0241780410420729
2363	2.35105127063198	2.886541809853971	0.9132702281296727	15.704659779218053	2.2622670072435187	4.9167190132276755	1.989666339529375	2.9953443954485834	0.8998800982510817
2364	2.3490287245793993	3.2031450510661696	0.9940535723941212	15.95586845788924	2.243553334430439	4.893293414030491	1.796637978829168	3.0476993951912417	0.940166584023985
2365	2.091544278803029	3.4030149168544117	0.9485682406304788	15.721789337882322	2.2159941301636525	5.131950000987226	1.9739096410914094	2.9694911098048307	0.9922577718827971
2366	2.216916526916916	3.430454680029184	1.0710527413449744	15.817245672829117	2.166476427186397	5.150730796721589	2.0101664455149706	3.0408168791638825	1.0607568926326358
2367	2.299406199555447	2.9454627860442844	0.8335067821826736	15.754337992637142	2.1736504244697503	4.992472334809261	1.9785926595670895	2.9891823368134687	0.9719844127215878
2368	2.2420796066459445	3.058821335367256	1.135482172499016	15.680885817682658	2.2915401085160165	4.969152946561564	2.0267421857147467	3.0024997292283944	0.9225959825778501
2369	2.15962540846947	2.6227580320413804	1.153495168745551	15.837473843520549	2.2704093170410635	4.90439067377573	1.996957225851569	2.998682298377244	0.8471737078349141
2370	2.158212339862038	2.77240335975268	1.161800913192173	16.29229306625384	2.3332559046635	4.911023550947253	1.9997639125320803	2.969084457411114	0.7972994044977165
2371	2.3448543070421892	3.0291526844444876	1.0784330699006472	16.27744434650648	2.43356622394704	5.0374125756889665	1.9321297646391755	2.9109601560468703	0.9093532704077822
2372	2.334795255451684	3.0215031457209234	0.816075326113301	15.983679382711257	2.0868327619114058	4.918241212383069	1.9445029365226427	3.0534347973241625	1.2276358134275613
