	$\epsilon_B\ (10^{-4})$	$\Delta\theta \ (deg)$	$\epsilon_e \ (10^{-1}) $	$n \ (10^{-4}cm^{-3})$	$\theta_j \ (deg)$	$E_{off} \ (10^{49}erg)$	$p$	$\tilde{E} \ (10^{49}erg)$	$\alpha_S$
117	2.1312877709914546	15.697882447664607	1.0677259893933129	1.1496336926749944	3.2061300531059884	3.035580843900463	2.292695495421393	5.002380873502333	2.3501653919161076
118	2.1482692787707656	15.957880765474322	1.0438210291732222	1.1134336921542733	3.112230662731954	2.886715565978709	2.2804905060993117	4.964798282217246	2.2029263199872107
119	1.8528902492025416	15.70654396772695	1.0229596513858275	1.0439209592745546	3.0667292137872626	3.014243068184712	2.0240041265557607	4.9395105693006425	2.246556669804738
120	1.880806349094111	15.772355430834436	0.9744951077256202	1.0530748113083988	3.2697112298543267	3.065460553877849	2.0964605561595686	4.956446325926792	2.2022034946142393
121	2.107816831347885	15.987623353835279	1.1623570042770912	0.9261873388647703	2.596295800899657	2.8883249086801164	2.229005547677841	4.9991277149330955	2.2447417244037693
122	2.004266389262708	15.777796521985612	0.9136405584678663	1.120607646714182	3.3440198883725345	3.023639743022573	2.0445928646154865	5.080498863995275	2.3902763950750936
123	1.9193747084721309	16.463450510119188	1.1129160848338833	0.8457947026526457	2.864242245093381	2.9650242923436156	2.3112369667482304	4.944942587221652	2.134530829214498
124	1.9614891236197987	15.535282795491185	0.9181981492296363	1.1730061858439156	2.8332322330018402	3.163739841725089	2.066361005203734	4.8541030389930855	2.426665238335732
125	2.0086598839204277	16.30792610088823	0.9095462716018834	1.0004627007942781	2.884285361484612	3.057053060882783	2.15817737515808	5.17128245784055	2.233280977228319
126	1.9991810158600194	15.557267815314479	1.021702126770576	1.213947968864128	3.03946769435587	2.9359431122781587	2.256606720442188	5.0274518001100255	2.4325215332852093
127	2.027496722542928	16.322963840137366	1.1082780474842397	0.8684786671884571	2.9202253107555642	2.999650026942885	2.3033142464511442	5.071287814707127	2.1266815346384655
128	2.0731260344911804	16.2816857366512	1.1290022635238717	0.9982306758870803	2.645014043952772	3.0809007635641716	2.239542464695133	5.041957296616066	2.162413654395654
129	1.8862560102968298	15.637077588363711	0.9561270105725073	1.0331052924664619	3.006628769412245	2.970716432123498	2.080362290625215	4.959856580241708	2.4283869669057596
130	2.104663697010714	16.13640975431945	0.9357367559270081	1.0815728554342294	2.918258061550477	2.9758283491331974	2.127943957184618	5.078198088177607	2.278779075965427
131	1.908236543209394	15.724422188532303	0.9883028109509226	1.0504418399339268	3.134920206064921	3.101418978403511	2.1912833548779296	5.026684622425454	2.372261133515781
132	1.88085164300643	15.942899528957676	0.9412369933680665	1.1620811220256346	3.0879366097429903	3.118086788037028	2.19102241585245	4.928642271969999	2.241698924548563
133	2.118584404336708	15.705532223825244	0.910568372326086	0.829265843424536	2.8987911440627094	2.929501132446953	2.150428154550813	5.098300520634365	2.367665511328673
134	2.109466712311753	15.6988669616195	0.9316766364381391	0.8440874409396092	2.8382885047368007	2.928700316490188	2.150787082894686	5.069087413888699	2.3618151655760204
135	1.9751376282092674	16.419956265713324	1.010951692890971	0.9883118152954256	3.258905689594373	2.8694341931922622	2.1487486819978847	4.9214567810141485	2.2386820983675273
136	1.9981431238918217	15.85591456290631	1.070155301383507	0.9431640914535891	2.805397196619093	3.1061745599914725	2.1291087722357176	4.976790694572203	2.33642781499111
137	1.9768014774349598	16.132839882477118	0.983035521169199	0.9153224515651737	2.708961718804316	3.087500247048792	2.0969791611669057	5.02540771271159	2.3485669648401784
138	2.0628298716250724	15.759127579606318	1.0350927235626475	1.0474519722492799	3.2896034342592917	3.1717556859450062	2.0842594523232725	5.064558681295534	2.3350434338882975
139	2.0273288280309116	15.802380700272431	1.0398878858926925	1.0866934041516862	2.81853845674756	3.057453124842207	2.1560852247883457	4.970889517761356	2.3516641371993727
140	1.9149119297279396	15.824922874189378	1.0045579311462252	1.1752939957837782	3.152962143946164	3.088825981579149	2.2314327494761472	4.997296102476878	2.2935361494687996
141	2.071054718314261	16.417965439175568	1.073297952162434	1.0278015255066097	3.064155071733487	2.9941056287343892	2.1965604847200355	4.78853931501082	2.4196381504738147
142	1.940269891391928	15.567450789275677	0.912531265783258	1.0306528500886487	2.9914760738240944	3.0090353117290167	2.1476438317457807	5.1671526577630225	2.1783668531468794
143	2.1585629159882957	16.038512122532794	0.9060245439696418	0.954428867517475	2.798005109003335	2.990319232816761	2.232741416386793	5.252288557834569	2.3588497386235194
144	2.0969607132807493	16.015168156758147	0.9299329710855704	0.9558798292994448	3.1473768914296056	3.086125402421115	2.2199131653418824	5.0065156177844665	2.2056741085216416
145	2.0672716221133696	15.858097180724718	0.978187171465664	1.0616971894218648	2.963023222421551	3.1276332969458536	2.185784457800547	4.944990545996342	1.99525851618901
146	1.9405856504961463	16.018265330726813	0.9819546584090378	0.8644925847654588	3.3374072140066593	2.96231261884805	2.370175431258383	5.00867594430891	2.610354176354448
147	2.014662082478598	15.96008235058002	0.9625892544978424	0.8237905655282854	3.1985470960646523	3.2197778430716752	2.185081645752999	5.152441727366755	2.2904000791769925
148	2.1419978795443706	15.601654939075535	0.8200130812330217	0.8204486588015878	3.3446555887260923	3.122416579083	2.3067431049319937	5.192195122245906	2.273039903099861
149	2.1247676808141676	15.958015140518606	0.8771339863831242	1.0508393493171715	2.9865925497945245	3.149198167951264	2.239447844756219	5.194932388676627	2.2985976660301812
150	1.9626701144635008	15.99034120910836	1.0621729362964083	1.0598247917555128	2.7423923764023743	2.734511043689808	2.2603567220086815	4.723936497104663	2.308245714861267
151	1.973430085131912	16.028243740761905	1.0862987923032823	0.9640027139234845	2.658061083995377	2.721315815466766	2.256921182508703	4.740933920404877	2.3444974467577966
152	2.182584829071287	15.795526793005314	1.038189933013184	1.120465745427808	3.340981698949424	3.150807669369316	2.1794386177016762	5.2467393474813715	2.313813191594998
153	2.134883915147468	15.977358061611737	1.0436124562630154	1.0360989541306438	3.495149158827397	3.11215919145388	2.209844162324305	4.966500138672653	2.2966254068758594
154	1.9335718562879827	15.739052148765849	1.0470176091514298	1.0125109917461879	3.3492449082243967	2.9650146763559997	2.150218428765318	5.019304355179569	2.108678533375361
155	1.9048810571593326	15.700172775949207	1.0826014501890568	1.0416969799212905	3.429577568368085	2.9783022752785007	2.097751677680206	5.050408322982049	2.1288586160881016
156	1.9869304860468722	16.01031844551132	0.9643978805568189	1.0375705330752112	2.5446093133103744	2.971581217286179	2.3276264112865306	4.966300119378746	2.39522858722184
157	2.0202436991188404	15.691558796303468	0.9359944773309784	1.0680568553088312	2.542694802276021	2.8353776619017057	2.403144343458305	5.084237566650326	2.2866868555991813
158	2.068360577525441	16.213983933525693	1.0013459428730698	0.9635417677184221	2.8343862342116872	2.92273884235942	2.251184564629749	5.004313564233172	2.2227988358509605
159	1.9904499332888366	15.522277347648824	1.1079684740947986	1.0145631206583352	3.088777360613218	3.069072714822276	2.1776703067055774	4.844575864712068	2.4539173617949217
160	2.0744151113423506	16.458441755740694	1.1538599032902122	1.0391604445089249	2.9702546775861034	2.911820531096685	2.241735086046931	4.979183270410268	2.333393437367435
161	2.129660793301723	16.466626512586355	1.2693535552340807	1.166576239316193	2.950639366783324	2.857280082420709	2.2074130668811627	5.101743838738781	2.4023496501400334
162	1.972217867292197	16.31934436764277	1.1338255612489914	1.0842507376536679	2.64026086757657	2.8933383440524043	2.062751061928065	5.015062035009228	2.293613349596611
163	1.9099712426567168	15.560240774792584	0.9809771113384923	1.2504559785961378	3.0131337337305895	3.0941208525430866	2.3477929496058367	4.999698780935027	2.356633314030658
164	2.129308834580364	16.27124551120189	0.934282484904665	1.0905437879091036	2.994426409647421	3.064360117521874	2.1901389720723516	5.101315098473422	2.341051028397105
165	1.9197098616706982	15.549445151346337	0.999620867677427	0.9959426900319958	2.9377930151063003	2.99596819713296	2.2933308722800616	4.828254043700175	2.126571862816792
166	1.7137211008487812	15.572661480508387	1.096763697155663	1.1008329498646159	2.954325203517626	2.8221612114797687	2.004910400647042	4.9942823118967885	2.3484568388249625
167	2.215547122963274	16.14615401817541	0.9381359389400359	0.7759466115096912	2.7304249714222353	3.0841735034527815	2.360692058066355	4.915477860971569	2.4275888719852823
168	2.118138926573699	15.960897684209456	0.8231899011837069	0.7919323149099619	2.5507390475004903	3.1688473266482022	2.189484176264271	5.06653220508532	2.4475248785308876
169	2.1307890748414433	15.766250842601373	0.8025986687929074	0.7844286876526927	2.603077313349166	3.190071529503531	2.152004008380071	5.060410271411832	2.4463757933430497
170	1.9988805649350687	15.593082056800178	1.0042194878083304	1.016498065274791	3.3322718098064668	2.9357141261799082	2.1355990319710547	5.199560788641827	2.3432855647335993
171	2.0705467102208632	15.969534618329302	0.9020498541862836	0.9879261534836317	3.445167055625727	3.1141216108724916	2.044290406191453	5.0003196779323815	2.395772690590562
