9.25464 	1.11416 	9.25464 	9.25464 	1.60906 	0.62148 	
15.2974 	1.26849 	15.2974 	15.2974 	1.68017 	0.878339 	
16.1155 	1.32454 	16.1155 	16.1155 	1.75441 	0.897536 	
112.627 	5.40001 	112.627 	112.627 	6.01648 	4.8467 	
136.166 	4.54231 	136.166 	136.166 	6.01648 	3.5043 	
162.048 	5.76187 	162.048 	162.048 	6.41966 	5.17148 	
